stage,best_epoch,best_psnr_sr_rgb_sh0,best_psnr_sr_rgb_sh3,best_psnr_sr_y_sh0,best_psnr_sr_y_sh3,best_ssim_sr_rgb_sh0,best_ssim_sr_rgb_sh3,train_loss_at_best,lr_at_best
s1_fp32,598,30.25741351070741,,30.394818482851903,,0.8622848010063171,,0.0219616426341235,8.461571127882373e-09
s2_fp32,816,30.270461628667405,,30.40626357540439,,0.8626441270112991,,0.4982172161340713,4.6875e-07
s3_qat,956,30.119882903093185,,30.298720778679108,,0.8586385649442673,,0.34089807940647,2.5e-07
